date,stock,strategy,operation,price,size,capital,profit_gross,profit_net
2021-06-02,MSFT,SMAStrategy10,TRADE_CLOSE,,0,98768.91610116267,22.132306012726815,22.132306012726815
2021-06-04,TSLA,SMAStrategy10,SELL,193.23666381835938,-48,98550.58743189673,,
2021-06-04,GOOGL,SMAStrategy10,TRADE_CLOSE,,0,98550.58743189673,221.3259638881668,221.3259638881668
2021-06-04,GOOGL,SMAStrategy10,SELL,117.57513611034778,-86,98550.58743189673,,
2021-06-04,TSLA,SMAStrategy10,TRADE_CLOSE,,0,98550.58743189673,-441.599853515625,-441.599853515625
2021-06-07,GOOGL,SMAStrategy10,BUY,118.57607279219508,82,98950.8337500825,,
2021-06-07,AAPL,SMAStrategy10,BUY,123.21294850959707,80,98950.8337500825,,
2021-06-07,MSFT,SMAStrategy10,BUY,240.97335057747244,40,98950.8337500825,,
2021-06-07,MSFT,SMAStrategy30,BUY,240.97335057747244,40,98950.8337500825,,
2021-06-08,MSFT,GoldenCrossStrategy1030,BUY,245.96672717215932,40,98772.69502818635,,
2021-06-10,AAPL,SMAStrategy30,BUY,124.04301866252895,79,99652.30287861462,,
2021-06-11,AAPL,SMAStrategy30,SELL,123.56449889504411,-79,99789.68426391833,,
2021-06-11,TSLA,SMAStrategy10,BUY,203.41000366210938,48,99789.68426391833,,
2021-06-11,AAPL,SMAStrategy30,TRADE_CLOSE,,0,99789.68426391833,-37.80306163130352,-37.80306163130352
2021-06-14,AAPL,SMAStrategy30,BUY,124.82425990854335,80,100832.15146073682,,
2021-06-16,TSLA,SMAStrategy10,TRADE_CLOSE,,0,99749.40927323682,-203.04052734375,-203.04052734375
2021-06-16,TSLA,SMAStrategy10,SELL,199.17999267578125,-48,99749.40927323682,,
2021-06-17,TSLA,SMAStrategy10,BUY,200.6300048828125,49,100895.96333512646,,
2021-06-21,GOOGL,SMAStrategy10,SELL,119.59686719825068,-82,101155.33540046115,,
2021-06-21,GOOGL,SMAStrategy10,TRADE_CLOSE,,0,101155.33540046115,83.70514129655922,83.70514129655922
2021-06-22,GOOGL,SMAStrategy10,BUY,120.83699476359855,83,101933.25679522651,,
2021-07-07,TSLA,SMAStrategy10,SELL,221.42333984375,-49,106958.91595965522,,
2021-07-07,TSLA,SMAStrategy10,TRADE_CLOSE,,0,106958.91595965522,1018.8734130859375,1018.8734130859375
2021-07-13,TSLA,SMAStrategy10,BUY,228.77333068847656,46,107192.77203112739,,
2021-07-14,TSLA,SMAStrategy10,SELL,223.5833282470703,-46,108176.93898516792,,
2021-07-14,TSLA,SMAStrategy10,TRADE_CLOSE,,0,108176.93898516792,-238.7401123046875,-238.7401123046875
2021-07-20,GOOGL,SMAStrategy10,TRADE_CLOSE,,0,106513.9934161006,311.18146480144196,311.18146480144196
2021-07-20,MSFT,SMAStrategy10,TRADE_CLOSE,,0,106513.9934161006,1081.5750121001088,1081.5750121001088
2021-07-20,AAPL,SMAStrategy10,TRADE_CLOSE,,0,106513.9934161006,1350.7800082843175,1350.7800082843175
2021-07-20,GOOGL,SMAStrategy10,SELL,124.58616903831471,-83,106513.9934161006,,
2021-07-20,MSFT,SMAStrategy10,SELL,268.01272587997516,-40,106513.9934161006,,
2021-07-20,AAPL,SMAStrategy10,SELL,140.09769861315104,-80,106513.9934161006,,
2021-07-21,AAPL,SMAStrategy10,BUY,142.11925230572658,74,106763.29792638503,,
2021-07-21,TSLA,SMAStrategy10,BUY,219.8699951171875,48,106763.29792638503,,
2021-07-22,AAPL,SMAStrategy10,SELL,142.51960651840406,-74,107577.45675997686,,
2021-07-22,MSFT,SMAStrategy10,BUY,273.61335579227523,39,107577.45675997686,,
2021-07-22,GOOGL,SMAStrategy10,BUY,126.88529680984055,84,107577.45675997686,,
