date,total_value,diary_variation,cash
2021-06-11,99789.67749258813,-210.32250741186726,19859.51407095726
2021-06-14,100832.15314277573,832.1531427757291,9873.57327827379
2021-06-15,99974.02286323471,-25.97713676528656,9873.57327827379
2021-06-16,99749.40668281479,-250.59331718520843,19434.21292671129
2021-06-17,100895.95961555405,895.9596155540494,9603.342687453478
2021-06-18,100219.39739021225,219.3973902122525,9603.342687453478
2021-06-21,101155.34144651373,1155.341446513732,19410.285797710036
2021-06-22,101933.2433100291,1933.2433100290946,9380.815232331355
2021-06-23,102347.33288675029,2347.332886750286,9380.815232331355
2021-06-24,102939.70443826396,2939.704438263958,9380.815232331355
2021-06-25,102571.93033700663,2571.9303370066336,9380.815232331355
2021-06-28,103542.9974833079,3542.997483307903,9380.815232331355
2021-06-29,103899.02275186259,3899.0227518625907,9380.815232331355
2021-06-30,103876.35079293925,3876.350792939251,9380.815232331355
2021-07-01,104065.82443338115,4065.8244333811454,9380.815232331355
2021-07-02,105908.34718423564,5908.3471842356375,9380.815232331355
2021-07-06,106149.97612100322,6149.976121003216,9380.815232331355
2021-07-07,106958.909188325,6958.909188324993,20230.558884675105
2021-07-08,106101.66703134257,6101.667031342571,20230.558884675105
2021-07-09,106573.16288095195,6573.162880951946,20230.558884675105
2021-07-12,106771.98678689677,6771.98678689677,20230.558884675105
2021-07-13,107192.76332956034,7192.763329560345,9706.985673005183
2021-07-14,108176.93780618388,8176.93780618388,19991.818772370418
2021-07-15,107591.68346505839,7591.683465058391,19991.818772370418
2021-07-16,107223.9490747996,7223.949074799602,19991.818772370418
2021-07-19,105575.0576105662,5575.057610566204,19991.818772370418
2021-07-20,106513.9845039671,6513.984503967105,52260.79503558331
2021-07-21,106763.28932447529,6763.289324475292,31190.216250134472
2021-07-22,107577.44632398874,7577.446323988741,30910.42412245065
2021-07-23,109351.87841829214,9351.878418292137,20103.536682452293
2021-07-26,109602.97300752554,9602.973007525536,20103.536682452293
2021-07-27,108136.65130647573,8136.651306475731,9268.003448809715
2021-07-28,108910.10082144837,8910.100821448374,30441.876242590948
2021-07-29,108913.99626822572,8913.996268225717,30441.876242590948
2021-07-30,108977.90804190736,8977.908041907358,8945.556418372198
2021-08-02,109692.34700675111,9692.347006751108,8945.556418372198
2021-08-03,110233.76010346974,10233.760103469744,19675.87658906545
2021-08-04,110041.50808948767,10041.508089487674,8745.678408091188
2021-08-05,110692.96826404822,10692.96826404822,8745.678408091188
2021-08-06,109955.26492542517,9955.264925425174,8745.678408091188
2021-08-09,110633.87428421664,10633.87428421664,19612.72352738071
2021-08-10,110239.16437937897,10239.16437937897,8584.617367049865
2021-08-11,110130.18118488847,10130.181184888468,19583.352754712687
2021-08-12,111280.24432575761,11280.244325757609,19583.352754712687
2021-08-13,111512.69530544418,11512.695305444184,8510.415978051613
2021-08-16,111110.56533107895,11110.56533107895,8510.415978051613
2021-08-17,109892.48232326645,9892.48232326645,19272.976036645363
2021-08-18,109016.42928380477,9016.42928380477,41368.99123448836
2021-08-19,109244.90167618274,9244.901676182737,52871.22813797473
2021-08-20,110329.23639064743,10329.236390647435,52610.00012355759
2021-08-23,111507.68340848458,11507.683408484576,19664.289609656455
2021-08-24,111640.88572476876,11640.885724768756,8530.303296790244
2021-08-25,111695.09612821114,11695.096128211138,8530.303296790244
2021-08-26,110931.436857266,10931.436857266002,19557.156370205452
2021-08-27,112035.6975994535,12035.697599453502,19557.156370205452
2021-08-30,113417.55912594276,13417.55912594276,19557.156370205452
2021-08-31,113307.5386374274,13307.538637427395,8359.249056128563
2021-09-01,113481.0125448981,13481.012544898098,8359.249056128563
2021-09-02,113064.49130466372,13064.491304663723,8359.249056128563
2021-09-03,113309.34738376529,13309.347383765285,8359.249056128563
2021-09-07,114335.1177389899,14335.117738989895,8359.249056128563
2021-09-08,113987.9135000983,13987.913500098293,8359.249056128563
2021-09-09,113623.53574966756,13623.535749667557,19780.196089023033
2021-09-10,111713.0430738863,11713.043073886307,19780.196089023033
2021-09-13,112472.2365741075,12472.236574107505,53622.14892762312
2021-09-14,112611.23084464585,12611.230844645848,31308.086893229833
2021-09-15,113759.4259407008,13759.425940700807,31220.602027126595
2021-09-16,113676.00089060004,13676.000890600044,19933.79205881293
2021-09-17,112449.33496652778,12449.334966527778,19933.79205881293
2021-09-20,110422.21390963966,10422.213909639657,41642.30743075781
2021-09-21,110825.94087200225,10825.940872002247,76015.76911907256
2021-09-22,111277.18733196318,11277.187331963185,76015.76911907256
2021-09-23,111426.10172462088,11426.10172462088,53974.34079932791
2021-09-24,112302.45568957011,12302.45568957011,32009.717087885547
2021-09-27,112070.96173782459,12070.96173782459,9872.249335480845
2021-09-28,110415.92833823994,10415.928338239944,86570.754143904
2021-09-29,110530.92833823994,10530.928338239944,86570.754143904
2021-09-30,110352.14208335713,10352.142083357132,86570.754143904
2021-10-01,110344.16845054463,10344.168450544632,86570.754143904
2021-10-04,110537.6750423415,10537.675042341507,86570.754143904
2021-10-05,110508.84642906026,10508.846429060257,86570.754143904
2021-10-06,110575.08654136494,10575.086541364944,86570.754143904
2021-10-07,110922.14020028486,10922.140200284863,64424.2262293376
2021-10-08,110630.3198303007,10630.319830300694,53295.88271177042
2021-10-11,110728.61722409952,10728.617224099522,53295.88271177042
2021-10-12,110804.18475949991,10804.184759499913,53295.88271177042
2021-10-13,111152.59790661986,11152.597906619863,75118.42502453979
2021-10-14,111881.94392768595,11881.943927685948,52924.444309155675
2021-10-15,112829.0804701933,12829.080470193294,30712.541545022388
2021-10-18,114244.61876975384,14244.61876975384,30712.541545022388
2021-10-19,114509.88419061547,14509.88419061547,8037.19775873071
2021-10-20,114309.87488275414,14309.874882754142,8037.19775873071
2021-10-21,115599.33829217797,15599.33829217797,8037.19775873071
2021-10-22,115094.4589281643,15094.458928164298,8037.19775873071
2021-10-25,118501.89601729666,18501.89601729666,29880.160116417755
2021-10-26,118629.70326827322,18629.703268273224,29880.160116417755
2021-10-27,121178.22463225285,21178.22463225285,18119.59375761906
2021-10-28,122948.65713336582,22948.65713336582,5999.009855533786
2021-10-29,124827.85000445957,24827.85000445957,5999.009855533786
2021-11-01,126590.3925154459,26590.3925154459,5999.009855533786
2021-11-02,126267.37230368929,26267.37230368929,17485.08562156039
2021-11-03,128048.1407135051,28048.140713505098,4835.7460449259925
2021-11-04,129004.18920593674,29004.18920593674,4835.7460449259925
2021-11-05,128906.90990906174,28906.90990906174,4835.7460449259925
2021-11-08,127090.36436157639,27090.364361576387,4835.7460449259925
2021-11-09,122739.72021179611,22739.720211796113,4835.7460449259925
2021-11-10,121715.48363953049,21715.48363953049,19655.093212894742
2021-11-11,121903.15902404455,21903.15902404455,56747.02346496253
2021-11-12,122146.27619628576,22146.276196285762,56747.02346496253
2021-11-15,121640.68126714055,21640.68126714055,20342.41529118841
2021-11-16,122654.58466377313,22654.58466377313,32531.733696365896
2021-11-17,123649.21121148628,23649.211211486283,20404.140792174767
2021-11-18,124989.83254937691,24989.832549376908,20404.140792174767
2021-11-19,126546.16790704292,26546.167907042924,7950.280501647423
2021-11-22,126368.1203606562,26368.120360656205,7950.280501647423
2021-11-23,124830.92347222276,24830.923472222756,19844.953394708115
2021-11-24,125158.68639641709,25158.68639641709,19844.953394708115
2021-11-26,122353.40417274326,22353.404172743263,31814.871503675884
2021-11-29,124655.90202096244,24655.902020962443,56440.970151455615
2021-11-30,124872.61047027426,24872.61047027426,31857.14507720786
2021-12-01,123604.04887411064,23604.04887411064,44148.276642054974
2021-12-02,123278.29953023857,23278.299530238568,55871.583282679974
2021-12-03,122832.23387175682,22832.23387175682,85434.87970000389
2021-12-06,123497.92245513084,23497.922455130843,85434.87970000389
2021-12-07,124742.98484831932,24742.98484831932,85434.87970000389
2021-12-08,125446.8719403554,25446.8719403554,48202.90792058001
2021-12-09,125134.89688847552,25134.896888475516,48202.90792058001
2021-12-10,126383.47134526385,26383.471345263853,60519.50317509784
2021-12-13,125268.94475087881,25268.944750878814,47993.330676171776
2021-12-14,123914.56539555197,23914.565395551967,60138.841869550975
2021-12-15,124676.13187681707,24676.131876817075,96401.95876585516
2021-12-16,122708.65902117928,22708.65902117928,59227.155175964435
2021-12-17,121958.88552989365,21958.885529893654,108716.61540355088
2021-12-20,121851.33096446397,21851.330964463967,108716.61540355088
2021-12-21,122102.03325023057,22102.03325023057,108716.61540355088
2021-12-22,122307.07933177354,22307.079331773537,108716.61540355088
2021-12-23,123317.25851849082,23317.258518490824,36153.484745297465
2021-12-27,125185.97781780723,25185.97781780723,23985.22424725059
2021-12-28,124616.2881205416,24616.288120541605,23985.22424725059
2021-12-29,124621.0890543795,24621.089054379496,23985.22424725059
2021-12-30,123813.80688885215,23813.806888852152,23985.22424725059
2021-12-31,122965.20657757286,22965.206577572855,23985.22424725059
