Date,Close,High,Low,Open,Volume
2021-01-04,208.88218688964844,213.9773400431163,206.1187080370233,213.52635524032226,37130100
2021-01-05,209.0836944580078,209.67861902727174,206.97271004947524,208.4695896365908,23823000
2021-01-06,203.6623077392578,207.73076146630103,203.36485276551582,203.58554280387045,35930700
2021-01-07,209.45794677734375,210.46546654506324,205.0632671621536,205.37990242724453,27694500
2021-01-08,210.73411560058594,211.65528020451683,208.24891115741627,209.83214589128676,22956200
2021-01-11,208.69029235839844,210.0528369606372,207.96103282381029,209.63063715459433,23031300
2021-01-12,206.23387145996094,208.31608560211117,204.68902651806664,207.74035589548853,23249300
2021-01-13,207.5868377685547,207.9898427294301,205.27434332602658,205.36071303589776,20087100
2021-01-14,204.40115356445312,208.66151222866404,204.13248361638705,207.17422274667487,29480800
2021-01-15,204.04611206054688,205.8308564944321,203.4512021297231,204.88092155862176,31746500
2021-01-19,207.68275451660156,208.2008994612492,204.02691096298452,205.10159063568324,30480900
2021-01-20,215.2631378173828,216.65446748663234,208.49837984592523,208.89179464606343,37777300
2021-01-21,215.86766052246094,217.1438501575346,213.42083121134726,215.60858068821213,30709400
2021-01-22,216.80799865722656,220.76131229354894,216.66407355456315,217.89228323533874,30172700
2021-01-25,220.24313354492188,220.4830184561712,215.14798037261218,219.84971877653385,33152100
2021-01-26,222.92987060546875,224.7050103480152,220.7709061802584,222.47888575422274,49169600
2021-01-27,223.476806640625,230.71174470769552,220.8284821455737,228.37046532559663,69870600
2021-01-28,229.2628173828125,232.82271617243214,225.5781883862381,226.07715313829948,49111200
2021-01-29,222.57485961914062,228.38966849505235,221.98953975241002,226.4418038621358,42503100
2021-02-01,229.95367431640625,232.68836821174884,223.0257967801908,225.54939077841996,33314200
2021-02-02,229.8193817138672,232.5060961930559,229.03256665892405,231.53696622596047,25916300
2021-02-03,233.16818237304688,235.17361713548425,229.5794980812515,229.87696773203956,27158100
2021-02-04,232.21820068359375,233.39844507245968,230.64455613985325,232.84191028192274,25296100
2021-02-05,232.40049743652344,233.43680200271672,230.69251805189364,232.4292824543555,18054800
2021-02-08,232.6596221923828,233.82065717970994,231.06678257131648,233.312102244531,22211900
2021-02-09,233.90699768066406,234.85693261686325,231.6136983743784,232.08386345870682,23565000
2021-02-10,232.99545288085938,235.97001736898727,231.14353351995416,235.08724254171878,22186700
2021-02-11,234.59788513183594,235.23117025659255,232.3525509282651,234.87614522468496,15751100
2021-02-12,235.07766723632812,235.37512223975358,232.90909785912032,234.0605427220062,16561100
2021-02-16,233.83987426757812,236.17156387367126,233.0914343054784,235.116064111009,26728500
2021-02-17,234.8592987060547,234.9650917712769,231.72399963468183,232.0894692554744,21653500
2021-02-18,234.46499633789062,234.59964073382653,231.64707623896845,232.55112347245455,16925600
2021-02-19,231.75283813476562,234.53229432170122,230.993047615162,234.42650126233121,25262600
2021-02-22,225.53993225097656,228.82911468835837,223.51063965852657,228.33862759094472,36446900
2021-02-23,224.3473358154297,225.84766286022327,219.98098436441825,221.51978961171824,30228700
2021-02-24,225.57839965820312,226.20353110586373,220.24068577960895,221.2120477133172,26339700
2021-02-25,220.2310791015625,225.61686886141217,219.16353629900811,223.20288228767947,39542200
2021-02-26,223.49139404296875,226.36701617746488,220.76001381444942,222.67390094963855,37819200
2021-03-01,227.876953125,228.3866792402262,224.23191391407957,226.8767253204976,25324000
2021-03-02,224.92442321777344,228.22323269493202,224.5204900588609,227.94431703214215,22812500
2021-03-03,218.85574340820312,224.64548028860872,218.56721558423757,223.2797975753155,34029500
2021-03-04,218.0575408935547,223.59722946005738,215.68201757357087,218.06716778420983,44727800
2021-03-05,222.74127197265625,224.34739246721543,217.79787831196157,220.74083051607226,41872800
2021-03-08,218.69229125976562,224.443551081611,218.44224158929848,222.5200514391749,35267400
2021-03-09,224.83786010742188,226.37666560982453,222.8085675052576,223.97229118428092,33080500
2021-03-10,223.52987670898438,227.9346923560373,223.16440710536557,227.9346923560373,29746800
2021-03-11,228.05970764160156,230.02167054315927,225.34756648415365,225.97271258487288,29907600
2021-03-12,226.73248291015625,226.79981243058896,224.30886965187727,225.05903321453633,22653700
2021-03-15,225.82846069335938,226.19393030127117,222.94321138913833,225.97273196365254,26034900
2021-03-16,228.61753845214844,230.87764154891525,226.91523729363269,227.24222868505888,28092200
2021-03-17,227.97315979003906,229.42541133970818,224.30889550204407,227.11720307886736,29562100
2021-03-18,221.89492797851562,225.23220115327058,221.51984612163352,223.66454419174724,34833000
2021-03-19,221.53909301757812,223.5779980882051,220.57734312763878,222.18346368282081,46430700
2021-03-22,226.96336364746094,227.8385449012863,221.33712087570703,221.46215305845587,30127000
2021-03-23,228.49252319335938,231.82979623103833,228.0020360699332,228.4059692318967,31638400
2021-03-24,226.45358276367188,228.8964204577157,226.31893839746687,228.75216387790152,25620100
2021-03-25,223.45294189453125,227.8769967829049,222.71240512495487,226.29972771990109,34061900
2021-03-26,227.4345703125,227.65578331481655,222.69315122370767,222.69315122370767,25479900
2021-03-29,226.24200439453125,227.74233157641052,223.01052482004673,227.54035768263333,25227500
2021-03-30,222.98165893554688,224.90515820719227,222.26034670867986,224.5973912796643,24792000
2021-03-31,226.75173950195312,229.95436788577308,223.50102069627698,224.00113466833557,43623500
2021-04-01,233.080078125,233.55132615154153,228.94455090403778,229.34848407327533,30338000
2021-04-05,239.54299926757812,240.39895589372134,233.41664384156837,233.4743464742084,36910600
2021-04-06,238.37930297851562,239.86039119458903,237.43679229555985,238.13886553157835,22931900
2021-04-07,240.34124755859375,241.3318485895909,237.73491405281382,238.3311941792023,22719800
2021-04-08,243.5631103515625,244.41906699343323,242.3609232323544,243.10147460682458,23625200
2021-04-09,246.06370544433594,246.19834983657762,242.7841349277814,243.1976803199744,24326800
2021-04-12,246.1213836669922,247.81407263023797,244.8807182632371,244.96728689441156,27148700
2021-04-13,248.60272216796875,249.27595883783357,247.00621381251946,247.41978857557922,23837500
2021-04-14,245.8135986328125,248.92965822222618,245.40005331204884,247.63131962681794,23070900
2021-04-15,249.57408142089844,249.98762680462028,247.8717947842424,248.06412714049006,25627500
2021-04-16,250.76663208007812,251.01669641879005,247.74675298683772,249.54522040689776,24878600
2021-04-19,248.8431396484375,251.47835411992395,247.95834624800946,250.23768863098698,23209300
2021-04-20,248.38153076171875,250.24732785711595,247.015833032508,247.958358470993,19722900
2021-04-21,250.6127471923828,250.7089280413718,247.41013330799765,249.03549280000607,24030400
2021-04-22,247.3331756591797,251.76682755174238,245.8616851622938,250.2568735250988,25606200
2021-04-23,251.16091918945312,251.50716433105552,247.42932579254486,248.0160083504401,21462600
2021-04-26,251.5455780029297,252.40154917334127,250.21838830484842,251.6513857134404,19763300
2021-04-27,251.94961547851562,253.12295149793457,250.17037234288279,251.57451893980152,31014200
2021-04-28,244.82302856445312,246.72730374874308,243.2746107879085,246.28487770524828,46903100
2021-04-29,242.85140991210938,246.30410246614957,239.47567376972953,245.68858324908823,40589000
2021-04-30,242.53404235839844,243.39962592937061,240.05274094363295,240.18738532021044,30945100
2021-05-03,242.2262725830078,244.62103454544211,241.5145725438365,243.70736061841964,19626600
2021-05-04,238.3119659423828,241.6011630269946,236.35961510876282,241.37033780215654,32756100
2021-05-05,237.04244995117188,239.956550370843,236.41731851565086,239.5333781544318,21901300
2021-05-06,240.17774963378906,240.30278179143735,235.3305375794011,237.0232117765403,26491100
2021-05-07,242.8033905029297,244.57300682817663,241.56272489192153,242.50523570154274,27032900
2021-05-10,237.72531127929688,242.1012758551177,237.66760863864906,241.27417043051173,29299900
2021-05-11,236.81163024902344,237.16748762572186,233.29163741499903,235.1958977580137,33641600
2021-05-12,229.85818481445312,235.03240304314005,228.96376461216937,232.90692968884187,36684400
2021-05-13,233.7340545654297,236.20575861501086,232.1856367881987,232.5511064111282,29624300
2021-05-14,238.6581573486328,239.6487582625336,236.09991456596333,236.18646850792337,23901100
2021-05-17,235.80181884765625,237.15788964478247,234.2053252655451,237.1194261082235,24970200
2021-05-18,233.7821044921875,236.9847325576911,233.60898192573967,236.8500881949583,20168000
2021-05-19,234.36053466796875,234.46657202554343,230.0033980144126,230.68780892410186,25739800
2021-05-20,237.59945678710938,239.01649467079037,235.07385865574315,235.17026159424762,21800700
2021-05-21,236.33665466308594,239.38280508852012,235.92215439273173,238.6501927760456,21863100
2021-05-24,241.7445526123047,242.1108661573767,238.59236454414025,238.8622751429224,21411500
2021-05-25,242.65065002441406,243.64353844054594,241.7830824773741,242.69885149014343,17704300
2021-05-26,242.428955078125,243.8267094116998,241.71561158716582,242.37110449046097,17771600
2021-05-27,240.3274688720703,242.41928296900434,240.26963299891423,242.12045448501686,24426200
2021-05-28,240.6841583251953,242.99769645582094,240.56848656682214,241.9566065033929,18270200
2021-06-01,238.48629760742188,242.23614229222227,238.06216293981552,242.17830641523153,23213300
2021-06-02,238.38990783691406,240.2889309005884,236.98250443349707,239.19000511781942,19406700
2021-06-03,236.85719299316406,237.4644843931223,234.24482652171346,236.38484216295458,25307700
2021-06-04,241.75416564941406,242.58318090352876,238.59234344977264,238.8333360851662,25281100
2021-06-07,244.6653594970703,244.935270070548,240.80947735136266,240.97335057747247,23079200
2021-06-08,243.4700469970703,246.78610801695257,243.4121964089367,245.96672717215935,22455000
2021-06-09,244.4532928466797,246.32339810233208,244.0869940329192,244.6653675483943,17937600
2021-06-10,247.97177124023438,248.18384593485345,244.53040407577595,245.1280611011444,24563600
2021-06-11,248.598388671875,249.17674748933388,247.36447807983552,248.69476219608634,18999700
2021-06-14,250.52626037597656,250.58409624168502,247.54756620179245,248.6079394365137,19150500
2021-06-15,249.0513916015625,250.62266814359123,248.39589875520807,250.4105934676479,18038900
2021-06-16,248.1067657470703,251.19145411585617,245.25340620695536,250.0539758314548,27220000
2021-06-17,251.49989318847656,252.3192739828224,246.78609282291416,246.84392869846377,27565500
2021-06-18,250.08287048339844,252.84946123019992,249.42737757560815,250.27567635888798,37202200
2021-06-21,253.1675567626953,254.02547514131993,248.6272643098685,250.45880222897114,26696100
2021-06-22,255.94386291503906,256.21377352687625,252.9458988232989,253.25437649912723,24694100
2021-06-23,255.71241760253906,257.21620907418384,254.90268599611818,256.40647746776295,19518700
2021-06-24,257.081298828125,258.1995081549481,255.9052536238839,256.570395632236,21446900
2021-06-25,255.47140502929688,257.6210694452841,255.22079274897726,256.6378303039386,25611100
2021-06-28,259.0382080078125,259.2117156736993,256.3294526908362,256.599363310455,19590000
2021-06-29,261.6215515136719,261.8625441052316,258.32478933523726,259.1827076638087,19937800
2021-06-30,261.1396179199219,261.58303613893975,259.88646796346177,260.937192340073,21656500
2021-07-01,261.8143615722656,262.0457050501171,259.88642080872614,259.8960405082757,16725300
2021-07-02,267.6464538574219,267.98384947958544,262.6820107308886,262.99048840932676,26458000
2021-07-06,267.6560363769531,269.3044175952349,264.4170803954058,268.012700733501,31565600
2021-07-07,269.84423828125,270.57686522962035,267.1644016340529,269.3333351246347,23260000
2021-07-08,267.4246826171875,268.6874814939076,264.96654043436456,266.92339917919395,24618600
2021-07-09,267.9259338378906,268.03195646064023,265.40033611083743,265.7859183850825,23916700
2021-07-12,267.32830810546875,269.6900181971794,266.6149499259008,269.1020103084746,18931700
2021-07-13,270.8564758300781,272.6590961854653,267.3958248289247,267.5211162985636,26120100
2021-07-14,272.3313293457031,273.43988959398905,270.44192588774035,272.1770905276217,23113700
2021-07-15,270.90460205078125,272.33128884231087,269.74782579623917,271.83965452142417,22604200
2021-07-16,270.6347351074219,273.86404237165414,269.3912048461886,271.9071833087747,26186800
2021-07-19,267.0294494628906,270.268375880713,264.5616875965378,268.88025615363426,32935600
2021-07-20,269.2562561035156,270.84680159797193,266.3065086285469,268.01272587997516,26259700
2021-07-21,271.26129150390625,271.37696325645936,267.29938688873733,268.8513652655665,24364300
2021-07-22,275.83050537109375,276.10041590734517,273.20850469691914,273.61335579227523,23384100
2021-07-23,279.2333984375,279.54184669585493,276.17759845308217,277.01624823364324,22768100
2021-07-26,278.63568115234375,279.2526364370559,276.3125379693512,278.58749439112125,23176100
2021-07-27,276.216064453125,279.1465130526099,272.755414525428,279.0019233878392,33604100
2021-07-28,275.9076232910156,279.69602009802213,273.6037197955621,278.5778108462002,33566900
2021-07-29,276.1775207519531,278.22113330159044,275.7726402383259,275.92687903313424,18168300
2021-07-30,274.6448974609375,276.3318461969554,273.6809267546416,274.8955392583509,20944800
2021-08-02,274.55804443359375,276.43776898092204,273.5169399728217,276.0425376039661,16267400
2021-08-03,276.7751770019531,276.88122904351155,273.7675940558321,275.13644497004975,17879000
2021-08-04,276.18719482421875,277.2282700106873,274.3941944133545,275.90763514474173,16191300
2021-08-05,279.0887145996094,279.19476664668434,275.7919521287353,276.5438479043771,13900200
2021-08-06,279.0309753417969,279.069542410273,277.25727262659234,278.1152207463778,16589300
2021-08-09,277.9416198730469,281.04560626695286,277.44036577008546,279.31047101835446,16117600
2021-08-10,276.1197204589844,278.82847528986053,274.92440641775676,278.3946767849397,18616600
2021-08-11,276.6114196777344,278.2598014303188,275.5606656677972,276.86203206954394,13955900
2021-08-12,279.36834716796875,279.5225860106618,276.0233676508192,276.3029273918286,14561300
2021-08-13,282.298828125,282.34701489324834,278.8767144558767,279.05025154128384,18249000
2021-08-16,283.9857177734375,284.19779246209333,279.5707163690693,282.62651582587677,22507600
2021-08-17,282.5204772949219,282.8578728727567,280.592536185062,281.8553646766232,20075300
2021-08-18,280.7917175292969,284.7419017311571,280.3474209141482,282.0569342270461,21813000
2021-08-19,286.6252136230469,287.30129663617737,278.77315402992593,278.82143304184973,29850500
2021-08-20,293.9556884765625,295.38510649922546,287.87106060757066,289.47431840377976,40817600
2021-08-23,294.23583984375,294.9602018470455,291.53156682119305,292.88370333247155,22830200
2021-08-24,292.2752380371094,295.2016593865255,291.67643682310614,294.59319058056553,18175800
2021-08-25,291.6860656738281,294.1778576953558,290.1504219493204,293.8977628351036,20006100
2021-08-26,288.86590576171875,292.0917276855508,288.7307068475188,290.7009502786529,17666100
2021-08-27,289.47430419921875,290.5849864415194,286.68308247202424,288.76924807528826,22605700
2021-08-30,293.2120056152344,293.82047426527265,290.76849289996,290.82643948812,16348100
2021-08-31,291.5605163574219,294.0909493667815,291.19350158976886,294.01369706144754,26285300
2021-09-01,291.51226806640625,294.7574255733718,291.1838941208008,292.51672508932046,18983800
2021-09-02,290.8554382324219,292.98988301470405,289.9185956760492,291.8695625626756,16285600
2021-09-03,290.8457946777344,292.25587754390756,289.99587202710063,290.70089872300707,14747900
2021-09-07,289.91864013671875,290.7975362346447,288.0063433181321,290.72028392327735,17180400
2021-09-08,289.9476318359375,290.33395236601825,287.3013052567986,289.5323380029598,15046800
2021-09-09,287.0887756347656,291.8116295229271,286.8473216603041,290.5367454639233,19927000
2021-09-10,285.6014404296875,289.66754700158504,285.2827341191642,288.21882300502165,19633400
2021-09-13,286.8376770019531,288.3347094479184,284.02714897759813,287.37853159003885,23652900
2021-09-14,289.5419616699219,291.08727303017804,287.9097304141614,289.31981339850245,21853400
2021-09-15,294.4000549316406,294.88296295581523,291.5026067865931,292.89338425416526,28356300
2021-09-16,294.786376953125,294.87329686099383,290.4788456084354,293.37629376819706,19550800
2021-09-17,289.6192626953125,294.0909958539162,289.2908887656017,293.77228951678643,41372500
2021-09-20,284.2395935058594,288.5085125411991,279.62299491142915,286.20019850680364,38278700
2021-09-21,284.7225341796875,287.3688899615911,284.0175073900998,285.58212453468485,22364100
2021-09-22,288.3733215332031,289.9572738836684,284.44247290611344,286.5865855546917,26626300
2021-09-23,289.3198547363281,290.61404471157635,287.35924932596714,288.63413359091027,18604600
2021-09-24,289.1170349121094,289.5516344416462,286.7797471472576,288.0353256727739,14999000
2021-09-27,284.1140441894531,286.3354087188709,282.92608015582806,286.0167024765787,23571700
2021-09-28,273.8280944824219,280.8399268648963,273.0844269014528,279.89341673736834,43186200
2021-09-29,274.2917175292969,276.9670169803439,273.3355692133675,275.354120921642,26353700
2021-09-30,272.28289794921875,277.9908453738435,271.9931354238829,275.9433198820289,32343600
2021-10-01,279.21746826171875,280.06739123041245,271.67444612611934,272.4760606003724,30086300
2021-10-04,273.4321594238281,277.91355990677107,270.66993975281525,277.5755184047133,31350700
2021-10-05,278.8890075683594,280.47293031117425,274.33999347653463,274.33999347653463,24993000
2021-10-06,283.09027099609375,283.5925141040802,275.75009408057105,276.010853750545,28002600
2021-10-07,284.7707824707031,286.49960093234387,283.87258088856964,285.08948870249446,20430500
2021-10-08,284.7707824707031,286.49960093234387,283.71804683018786,286.093945344797,17685700
2021-10-11,284.1720275878906,287.7841696820927,282.7426094213775,282.90681109582425,19298600
2021-10-12,282.8681640625,285.3406503959171,282.3562828170901,285.24406291153826,17974100
2021-10-13,286.1809387207031,287.11778142661336,283.4573305066921,284.82880220556603,23416300
2021-10-14,292.4007568359375,292.90297048133476,287.64892975117283,288.9817603776688,27262900
